No.,Nombre_montana,Altura,Score,Vistas,Ubicacion
14211,"""Hahnfels""",290,77.02%,3209,"""RheinlandPfalz,Germany,Europe"""
14212,"""Saint John's Ledges, 5.2-5.10""",290,77.48%,28212,"""Connecticut,UnitedStates,NorthAmerica"""
14213,"""Mansell Mountain""",289,82.48%,7888,"""Maine,UnitedStates,NorthAmerica"""
14214,"""Red Cathedral""",287,93.35%,14443,"""California,UnitedStates,NorthAmerica"""
14215,"""Stenzelberg (climbing area)""",287,84.27%,6979,"""Nordrhein-Westfalen,Germany,Europe"""
14216,"""Hall Mountain""",287,73.06%,11775,"""NewHampshire,UnitedStates,NorthAmerica"""
14217,"""Popolopen Torne (The Torne)""",287,79.04%,21514,"""NewYork,UnitedStates,NorthAmerica"""
14218,"""Panola Mountain""",287,79.04%,8315,"""Georgia,UnitedStates,NorthAmerica"""
14219,"""Arabia Mountain""",287,81.18%,9795,"""Georgia,UnitedStates,NorthAmerica"""
14220,"""Scouters Mountain""",287,71.86%,2168,"""Oregon,UnitedStates,NorthAmerica"""
14221,"""Morro dos Macacos""",286,71.06%,3618,"""Niterói,Brazil,SouthAmerica"""
14222,"""Niguel Hill""",285,77.48%,4313,"""California,UnitedStates,"""
14223,"""Adelsfelsen""",285,80.25%,6236,"""RheinlandPfalz,Germany,Europe"""
14224,"""Little Mountain""",285,81.84%,18067,"""Washington,UnitedStates,NorthAmerica"""
14225,"""Ship Peak""",284,74.01%,3012,"""Washington,UnitedStates,NorthAmerica"""
14226,"""Talcott Mtn.""",283,81.07%,17963,"""Connecticut,UnitedStates,NorthAmerica"""
14227,"""Heimaklettur (Home Rock)""",283,81.39%,12810,"""Iceland,Europe"""
14228,"""Mount Davidson""",283,83.87%,14528,"""California,UnitedStates,NorthAmerica"""
14229,"""Hawk Hill""",280,80.03%,13871,"""California,UnitedStates,NorthAmerica"""
14230,"""Baume-Les-Dames""",280,80.17%,10509,"""Franche-Comté,France,Europe"""
14231,"""Drei Felsen""",279,80.49%,4878,"""RheinlandPfalz,Germany,Europe"""
14232,"""Calderon Hondo""",278,79.04%,8071,"""Fuerteventura,Spain,Africa,Europe"""
14233,"""Har Zefahot""",278,83.1%,10748,"""Israel,Asia"""
14234,"""First Mountain""",277,83.69%,3907,"""SouthAmerica"""
14235,"""Teufelstisch""",277,83.1%,10339,"""RheinlandPfalz,Germany,Europe"""
14236,"""South Pawtuckaway""",277,73.05%,9689,"""NewHampshire,UnitedStates,NorthAmerica"""
14237,"""Anthony's Nose""",274,74.34%,63000,"""NewYork,UnitedStates,NorthAmerica"""
14238,"""Sugarloaf  Mountain""",274,81.34%,16874,"""NewYork,UnitedStates,NorthAmerica"""
14239,"""Langenfels""",274,71.06%,2991,"""RhinelandPalatinate,Germany,Europe"""
14240,"""Cedar (Echo) Mountain""",273,80.49%,14202,"""Washington,UnitedStates,NorthAmerica"""
14241,"""Eagle Peak""",271,84.09%,6022,"""Wisconsin,UnitedStates,NorthAmerica"""
14242,"""Volcan Bayuyo""",271,80.49%,15167,"""Fuerteventura,Spain,Africa,Europe"""
14243,"""Glasfelsen""",270,83.1%,4792,"""RheinlandPfalz,Germany,Europe"""
14244,"""Parque da Cidade""",270,72.08%,3257,"""Niterói-RJ,Brazil,SouthAmerica"""
14245,"""Kit Fox Hills Highpoint""",269,85.36%,3722,"""California,UnitedStates,NorthAmerica"""
14246,"""Mt Byng""",268,77.48%,3231,"""Other"""
14247,"""Montaña Pedro Barba""",266,77.48%,5025,"""LaGraciosa/Lanzarote,Spain,Africa,Europe"""
14248,"""Mt Harriet et al""",266,82.48%,8256,"""TheFalklandIslands,Other"""
14249,"""Occoneechee Mountain""",264,85.87%,17863,"""NorthCarolina,UnitedStates,NorthAmerica"""
14250,"""Mount Pisgah""",264,82.48%,11477,"""Pennsylvania,UnitedStates,NorthAmerica"""
14251,"""Schwarze Wand""",263,82.48%,6020,"""RheinlandPfalz,Germany,Europe"""
14252,"""Oestliche Kesselwand""",260,81.61%,3888,"""RheinlandPfalz,Germany,Europe"""
14253,"""Chip Ross Hill""",259,79.04%,1089,"""Oregon,UnitedStates,NorthAmerica"""
14254,"""Jungfernsprung""",259,81.56%,7009,"""RheinlandPfalz,Germany,Europe"""
14255,"""Beacon Rock""",258,88.8%,24429,"""Washington,UnitedStates,NorthAmerica"""
14256,"""Craig yr Aderyn""",258,96.38%,14155,"""Snowdonia,Wales,Europe"""
14257,"""Mount Orient""",257,76.66%,11742,"""Massachusetts,UnitedStates,NorthAmerica"""
14258,"""East Cedar Mountain""",256,75.81%,1233,"""Washington,UnitedStates,NorthAmerica"""
14259,"""Dreikoenigsfelsen""",255,80.06%,3582,"""RheinlandPfalz,Germany,Europe"""
14260,"""Ta'Dmejrek""",253,80.49%,5277,"""Siġġiewi,Malta,Europe"""
14261,"""The Bubbles""",253,86.37%,9361,"""Maine,UnitedStates,NorthAmerica"""
14262,"""Carpenter Hill""",252,86.11%,26062,"""California,UnitedStates,NorthAmerica"""
14263,"""Arthur's Seat""",251,84.65%,19937,"""Edinburgh,Scotland,Europe"""
14264,"""Little Mountain""",251,83.1%,4812,"""California,UnitedStates,NorthAmerica"""
14265,"""Barmouth Slabs""",250,84.26%,13646,"""Snowdonia,Wales,Europe"""
14266,"""Guglia dei Miracoli""",250,86.85%,2262,"""SupramontediBaunei,Nuoro,Italy,Europe"""
14267,"""Nangao Feng 南高峰""",250,74.01%,3885,"""Zhejiang,China,Asia"""
14268,"""Mont Saint-Grégoire""",250,80.49%,26247,"""Quebec,Canada,NorthAmerica"""
14269,"""Buettelwoogfelsen""",249,79.54%,3654,"""RheinlandPfalz,Germany,Europe"""
14270,"""Jerimoth Hill""",247,86.28%,82219,"""RhodeIsland,UnitedStates,NorthAmerica"""
14271,"""Woodall Mountain""",246,86.36%,78643,"""Mississippi,UnitedStates,NorthAmerica"""
14272,"""Hebelfels""",245,78.77%,2867,"""RheinlandPfalz,Germany,Europe"""
14273,"""Mississippi Palisades""",244,86.85%,29949,"""Illinois,UnitedStates,NorthAmerica"""
14274,"""Hickory Ridge""",241,0%,735,"""Alabama,UnitedStates,NorthAmerica"""
14275,"""Monte Brandaris (Bonaire)""",241,79.78%,5496,"""Bonaire,Netherlands,SouthAmerica"""
14276,"""Mount Bonnell""",241,81.84%,11421,"""Texas,UnitedStates,NorthAmerica"""
14277,"""Mount Livermore/Angel Island""",240,86.37%,11443,"""California,UnitedStates,NorthAmerica"""
14278,"""Hinterweidenthaler Rappenfels""",240,78.68%,3700,"""RheinlandPfalz,Germany,Europe"""
14279,"""Lions Head Peninsula""",240,73.06%,7408,"""Ontario,Canada,NorthAmerica"""
14280,"""Abbey Hill""",240,77.92%,11092,"""CountyClare,Ireland,Europe"""
14281,"""Montaña Colorada""",240,77.48%,5450,"""Fuerteventura,Spain,Africa,Europe"""
14282,"""Black Butte (Orland Buttes)""",238,87.31%,16997,"""California,UnitedStates,NorthAmerica"""
14283,"""Neisau peak""",238,79.78%,6549,"""YasawaGroup,Fiji,Oceana"""
14284,"""Mount Battie""",238,73.91%,27438,"""Maine,UnitedStates,NorthAmerica"""
14285,"""Braut und Braeutigam""",237,79.04%,5354,"""RheinlandPfalz,"""
14286,"""Diamond Head (Le' Ahi Mountain)""",232,85.74%,18684,"""Hawaii,UnitedStates,NorthAmerica"""
14287,"""Schillerfelsen""",231,79.54%,4321,"""RheinlandPfalz,Germany,Europe"""
14288,"""Bald Hill""",230,77.48%,2576,"""Oregon,UnitedStates,NorthAmerica"""
14289,"""Observation Hill (Ob Hill)""",230,86.85%,10744,"""VictoriaLand,Antarctica"""
14290,"""""The Boulder Beach"" Slick Rock Recreation Area""",229,76.66%,19702,"""California,UnitedStates,NorthAmerica"""
14291,"""Manly Beacon""",229,89.01%,24086,"""California,UnitedStates,NorthAmerica"""
14292,"""Catamount Hill (New Hampshire)""",226,73.06%,14249,"""NewHampshire,UnitedStates,NorthAmerica"""
14293,"""Mount Talbert""",226,77.48%,3789,"""Oregon,UnitedStates,NorthAmerica"""
14294,"""Sleeping Giant""",225,83.35%,19336,"""Connecticut,UnitedStates,NorthAmerica"""
14295,"""Mount Grant""",224,75.81%,5552,"""Washington,UnitedStates,NorthAmerica"""
14296,"""Philosophy Wall, 5.6-5.11d""",224,73.06%,219,"""Texas,UnitedStates,NorthAmerica"""
14297,"""Old Booby Hill""",224,73.06%,1664,"""Saba,Bonaire,SintEustatius,andSaba,NorthAmerica"""
14298,"""Marblehead""",223,74.92%,10281,"""Michigan,UnitedStates,NorthAmerica"""
14299,"""Peter's Cairn""",223,78.93%,3473,"""Greenland,Other"""
14300,"""KINNOULL HILL""",222,89.01%,4825,"""Scotland,Europe"""
14301,"""Little Beacon Rock""",221,81.18%,5766,"""Washington,UnitedStates,NorthAmerica"""
14302,"""Garreg yr Ogof""",220,86.37%,5680,"""Snowdonia,Wales,Europe"""
14303,"""Skofield Park""",219,83.69%,8694,"""California,UnitedStates,NorthAmerica"""
14304,"""Zabriskie Point""",217,79.78%,8813,"""California,UnitedStates,NorthAmerica"""
14305,"""Cliffs of Moher""",215,85.23%,30461,"""CountyClaire,Ireland,Europe"""
14306,"""Cadiz Dunes""",214,82.48%,9020,"""California,UnitedStates,NorthAmerica"""
14307,"""La Quemada de Orzola""",213,79.04%,4959,"""Lanzarote,Spain,Africa,Europe"""
14308,"""Mount Agamenticus""",211,75.07%,16829,"""Maine,UnitedStates,NorthAmerica"""
14309,"""Federal Hill""",210,79.04%,18920,"""NewHampshire,UnitedStates,NorthAmerica"""
14310,"""Costão de Itacoatiara""",210,74.01%,3629,"""RiodeJaneiro,Brazil,SouthAmerica"""
14311,"""Guemes Mountain""",210,76.66%,2002,"""Washington,UnitedStates,NorthAmerica"""
14312,"""Csókakő""",208,81.18%,3567,"""Hungary,Europe"""
14313,"""Skinner's Butte""",208,84.82%,15471,"""Oregon,UnitedStates,NorthAmerica"""
14314,"""Mount Ellen""",207,72.28%,9000,"""California,UnitedStates,NorthAmerica"""
14315,"""Cefn yr Ogof""",204,0%,647,"""Wales,Europe"""
14316,"""Ounasvaara""",204,83.16%,11642,"""Lapland,Finland,Europe"""
14317,"""Remigny""",200,79.44%,6083,"""Bourgogne,France,Europe"""
14318,"""Aiguille de Sugiton""",200,82.48%,425,"""Calanques,Provence-Côted'Azur,France,Europe"""
14319,"""3Somes""",200,74.01%,9315,"""RasAlKhaimah,UnitedArabEmirates,Asia"""
14320,"""RAC Boulders""",200,87.31%,18353,"""Snowdonia,Wales,Europe"""
14321,"""Lizard's Beach/Spiaggia delle lucertole""",200,82.28%,11785,"""TrentinoAltoAdige,Italy,Europe"""
14322,"""Lord Hill""",200,73.06%,12077,"""Washington,UnitedStates,NorthAmerica"""
14323,"""Shovel Point""",200,86.63%,4526,"""Minnesota,UnitedStates,NorthAmerica"""
14324,"""Mclean Summit""",198,78.27%,5906,"""Connecticut,UnitedStates,NorthAmerica"""
14325,"""Young Hill""",198,78.27%,3783,"""Washington,UnitedStates,NorthAmerica"""
14326,"""Mount Victoria""",196,76.66%,5325,"""Wellington,NewZealand,Oceana"""
14327,"""Mount Tabor (Portland, OR)""",194,74.51%,4942,"""Oregon,UnitedStates,NorthAmerica"""
14328,"""Pu‘u Koa‘e (Puu Koae, Sugarloaf)""",194,81.65%,15363,"""Hawaii,UnitedStates,--"""
14329,"""Great Blue Hill""",194,75.81%,13282,"""Massachusetts,UnitedStates,"""
14330,"""Powell Butte""",192,78.27%,3306,"""Oregon,UnitedStates,NorthAmerica"""
14331,"""Ibex Dunes Highpoint""",190,83.69%,10866,"""California,UnitedStates,NorthAmerica"""
14332,"""Aliso Peak""",190,79.04%,7735,"""California,UnitedStates,NorthAmerica"""
14333,"""Sehome Hill""",189,76.66%,5103,"""Washington,UnitedStates,NorthAmerica"""
14334,"""Pine Ridge Hill""",188,74.01%,1036,"""Washington,UnitedStates,NorthAmerica"""
14335,"""Rocky Butte""",187,75.81%,6356,"""Oregon,UnitedStates,"""
14336,"""Maungakiekie / One Tree Hill""",183,78.27%,10818,"""Auckland,NewZealand,Oceana"""
14337,"""Jackson Falls""",183,90.65%,65393,"""Illinois,UnitedStates,NorthAmerica"""
14338,"""Coxcomb Hill (Astoria Column)""",181,78.27%,3911,"""Oregon,UnitedStates,NorthAmerica"""
14339,"""Carn Llidi""",181,85.36%,9515,"""Pembrokeshire,Wales,Europe"""
14340,"""Kelly Butte""",181,74.01%,4926,"""Oregon,UnitedStates,NorthAmerica"""
14341,"""Nikolausfels""",180,83.69%,8405,"""RheinlandPfalz,Germany,Europe"""
14342,"""Montaña Amarilla""",178,83.69%,7034,"""LaGraciosa/Lanzarote,Spain,Africa,Europe"""
14343,"""Cerro Carambola""",174,77.48%,12696,"""Roatan,BayIslands,Honduras,NorthAmerica"""
14344,"""Starved Rock State Park""",173,87.76%,33323,"""Illinois,UnitedStates,NorthAmerica"""
14345,"""East and West Cabrits""",171,78.27%,3399,"""Dominica,NorthAmerica"""
14346,"""Ejer Bavnehoej""",171,79.92%,7406,"""Denmark,Europe"""
14347,"""Ears crags""",170,0%,308,"""Volgogradregion,Russia,Europe"""
14348,"""Pico Furado""",170,79.04%,4696,"""Madeira,Portugal,Africa,Europe"""
14349,"""Plumstone Mountain""",168,86.85%,13361,"""Wales,Europe"""
14350,"""Hooiberg (Aruba)""",165,79.04%,15442,"""Aruba,Netherlands,SouthAmerica"""
14351,"""Weston Observatory""",165,73.06%,13058,"""NewHampshire,UnitedStates,NorthAmerica"""
14352,"""Kaula Rock""",165,76.66%,12590,"""Hawaii,UnitedStates,Other"""
14353,"""Bukit Timah""",164,79.77%,45707,"""Singapore,Asia"""
14354,"""Driskill Mountain""",163,87.64%,101731,"""Louisiana,UnitedStates,NorthAmerica"""
14355,"""Index""",162,87.76%,29465,"""Washington,UnitedStates,NorthAmerica"""
14356,"""Chickies Rock""",160,86.37%,45674,"""Pennsylvania,UnitedStates,NorthAmerica"""
14357,"""Gorham Mountain""",160,70.5%,1934,"""Maine,UnitedStates,NorthAmerica"""
14358,"""Trollfelsen""",160,81.18%,4533,"""RheinlandPfalz,Germany,Europe"""
14359,"""Montagna Spaccata""",160,85.87%,8258,"""Lazio,Italy,Europe"""
14360,"""The Beehive""",158,82.47%,9242,"""Maine,UnitedStates,NorthAmerica"""
14361,"""Wolf Rock, 5.1-5.9""",158,79.78%,20293,"""Connecticut,UnitedStates,NorthAmerica"""
14362,"""Chickatawbut Hill""",158,72.08%,17574,"""Massachusetts,UnitedStates,NorthAmerica"""
14363,"""Cerro del Creston""",157,77.48%,5306,"""Mexico,NorthAmerica"""
14364,"""Mount Calavera (Cerro de la Calavera)""",156,0%,1819,"""California,UnitedStates,NorthAmerica"""
14365,"""Treffgarne""",156,87.31%,9564,"""Wales,Europe"""
14366,"""""Golden Canyon Peak""""",155,86.85%,4599,"""California,UnitedStates,NorthAmerica"""
14367,"""Hancock Hill""",155,72.08%,8068,"""Massachusetts,UnitedStates,NorthAmerica"""
14368,"""Airport Boulder""",152,77.48%,5152,"""Washington,UnitedStates,NorthAmerica"""
14369,"""""Cerro 500""""",152,72.84%,3577,"""PuertoRico,UnitedStates,Other"""
14370,"""Devil's Den""",152,78.87%,13431,"""Connecticut,UnitedStates,NorthAmerica"""
14371,"""Lower Town Wall""",152,73.8%,3825,"""Washington,UnitedStates,NorthAmerica"""
14372,"""Montaña Bermeja""",152,79.04%,6478,"""LaGraciosa/Lanzarote,Spain,Africa,Europe"""
14373,"""Horsethief Butte""",152,80.34%,12170,"""Washington,UnitedStates,NorthAmerica"""
14374,"""Buck Hill""",151,71.06%,12003,"""Massachusetts,UnitedStates,NorthAmerica"""
14375,"""Ma'ale Boqeq""",150,76.66%,2566,"""Israel,Asia"""
14376,"""MAAKOU  WALL""",150,75.81%,3257,"""WestAzarbaijan,Iran,Asia"""
14377,"""Double Point""",149,88.61%,11941,"""California,UnitedStates,NorthAmerica"""
14378,"""Bradbury Mountain""",148,77.48%,10573,"""Maine,UnitedStates,NorthAmerica"""
14379,"""Hooksett Pinnacle""",148,79.78%,16673,"""NewHampshire,UnitedStates,NorthAmerica"""
14380,"""Goose Rock""",148,77.48%,7544,"""Washington,UnitedStates,NorthAmerica"""
14381,"""Witham Hill""",146,73.01%,1420,"""Oregon,UnitedStates,NorthAmerica"""
14382,"""Signal Hill""",143,75.81%,10188,"""Canada,NorthAmerica"""
14383,"""Aguglia di Goloritzé""",143,93.28%,16460,"""Nuoro,Supramonte,Italy,Europe"""
14384,"""Prince Edward Island's High Point""",142,85.35%,19636,"""PrinceEdwardIsland,Canada,NorthAmerica"""
14385,"""Cougar Mountain Drytooling Crag""",140,79.04%,11180,"""Washington,UnitedStates,NorthAmerica"""
14386,"""Palinuro - la Molpa""",140,80.49%,7360,"""Salerno,Italy,Europe"""
14387,"""Rock Rimmon""",137,77.48%,31267,"""NewHampshire,UnitedStates,NorthAmerica"""
14388,"""Broughton Bluff""",137,84.82%,21599,"""Oregon,UnitedStates,"""
14389,"""Ebright Azimuth""",137,89.13%,60243,"""Delaware,UnitedStates,NorthAmerica"""
14390,"""Gorge of the Dead, east Crete""",130,0%,324,"""Greece,Europe"""
14391,"""Le Saussois""",130,81.41%,8477,"""Bourgogne,France,Europe"""
14392,"""Holt Hill - Essex County High Point""",130,0%,301,"""Massachusetts,UnitedStates,NorthAmerica"""
14393,"""Hawk Point""",129,79.78%,12654,"""Pennsylvania,UnitedStates,NorthAmerica"""
14394,"""Pedra Longa""",128,82.48%,2267,"""SupramontediBaunei,Nuoro,Italy,Europe"""
14395,"""Fort Reno (""Point Reno"") - DC""",125,78.09%,31291,"""DistrictofColumbia,UnitedStates,NorthAmerica"""
14396,"""Freyr Massif""",122,80.79%,19588,"""Ardennes,Belgium,Europe"""
14397,"""Altschloßfelsen""",115,80.84%,8938,"""RheinlandPfalz,Germany,Europe"""
14398,"""Cala Luna""",115,81.18%,24768,"""Sardinia/Sardegna,Italy,Europe"""
14399,"""East Rock""",112,77.48%,20159,"""Connecticut,UnitedStates,NorthAmerica"""
14400,"""Lighthouse Hill""",109,77.48%,7888,"""California,UnitedStates,NorthAmerica"""
14401,"""Ma'ale Eleazar""",108,82.48%,3710,"""Israel,Asia"""
14402,"""Britton Hill""",105,89.17%,96398,"""Florida,UnitedStates,NorthAmerica"""
14403,"""Iron Hill""",101,74.92%,5830,"""Delaware,UnitedStates,NorthAmerica"""
14404,"""Doigt de Dieu""",100,83.1%,1183,"""Provence-Côted'Azur,France,Europe"""
14405,"""Stephanstürme""",100,83.69%,4790,"""RheinlandPfalz,Germany,Europe"""
14406,"""Stenshuvud""",97,81.18%,7593,"""Sweden,Europe"""
14407,"""Burghaldefels / Hauensteiner Puppe""",92,81.72%,6643,"""RheinlandPfalz,Germany,Europe"""
14408,"""Mount Finlayson (San Juan Island)""",90,71.06%,1772,"""Washington,UnitedStates,NorthAmerica"""
14409,"""Rocher Percé~Percé Rock""",88,90.65%,16546,"""Quebec,Canada,NorthAmerica"""
14410,"""Disc World""",80,75.81%,2658,"""UnitedArabEmirates,Asia"""
14411,"""Vatican Hill""",75,76.65%,5399,"""VaticanGardens,VaticanCity(HolySee),Europe"""
14412,"""Caja de Muertos""",72,79.04%,6605,"""PuertoRico,UnitedStates,NorthAmerica"""
14413,"""Heufelsen""",71,80.95%,3948,"""RheinlandPfalz,Germany,Europe"""
14414,"""Zombie Skull""",70,71.06%,4044,"""RasAlKhaimah,UnitedArabEmirates,Asia"""
14415,"""Pointe de Pen Hir""",70,86.85%,8627,"""Brittany,France,Europe"""
14416,"""Como Hill (Mount Alvernia)""",63,70.83%,8843,"""TheBahamas,NorthAmerica"""
14417,"""Apple Pie Hill""",62,77.48%,10753,"""NewJersey,UnitedStates,NorthAmerica"""
14418,"""Pillars Of Hercules""",61,86.4%,15624,"""Oregon,UnitedStates,NorthAmerica"""
14419,"""Masada""",58,86.55%,41231,"""Israel,Asia"""
14420,"""Haystack Hill""",58,72.08%,3177,"""UnitedStates,NorthAmerica"""
14421,"""Duwamish Hill""",55,80.49%,2908,"""Washington,UnitedStates,NorthAmerica"""
14422,"""Cologne - Hohenzollernbruecke (climbing area)""",52,86.37%,13722,"""Cologne/Nordrhein-Westfalen,Germany,Europe"""
14423,"""The Bulges""",52,77.48%,9363,"""Maryland,UnitedStates,NorthAmerica"""
14424,"""Craig Llong""",50,84.82%,3998,"""Pembroke,Wales,Europe"""
14425,"""Thunder""",50,70.36%,3029,"""RasAlKhaimah,UnitedArabEmirates,Asia"""
14426,"""Flimston Bay""",50,91.14%,7507,"""RangeEast,Wales,Europe"""
14427,"""St. David's Head""",50,89.77%,8565,"""Wales,Europe"""
14428,"""Bird's Nest""",49,79.04%,7248,"""Virginia,UnitedStates,NorthAmerica"""
14429,"""Degree 101""",49,81.84%,4755,"""Virginia,UnitedStates,NorthAmerica"""
14430,"""Dr. Needlepoint""",48,83.1%,5960,"""Virginia,UnitedStates,NorthAmerica"""
14431,"""Cornice""",48,79.04%,7029,"""Virginia,UnitedStates,NorthAmerica"""
14432,"""Tombelaine""",48,77.48%,5009,"""Normandie,France,Europe"""
14433,"""Flamingo Hill""",48,79.78%,5329,"""TurksandCaicosIslands,NorthAmerica"""
14434,"""Seclusion""",47,77.48%,7833,"""Virginia,UnitedStates,NorthAmerica"""
14435,"""Canal Cut Crags""",46,81.84%,4895,"""Virginia,UnitedStates,NorthAmerica"""
14436,"""Trojan Wall""",46,83.1%,6427,"""Maryland,UnitedStates,NorthAmerica"""
14437,"""The Atrium""",46,79.04%,4491,"""Maryland,UnitedStates,NorthAmerica"""
14438,"""The Greek Wall""",46,82.48%,3924,"""Maryland,UnitedStates,NorthAmerica"""
14439,"""Juliet's Balcony""",45,89.39%,9512,"""Virginia,UnitedStates,NorthAmerica"""
14440,"""Romeo's Ladder""",45,76.27%,4181,"""Virginia,UnitedStates,NorthAmerica"""
14441,"""Cigar Box""",45,79.78%,5841,"""Virginia,UnitedStates,NorthAmerica"""
14442,"""Crickmail Point""",45,93.1%,4679,"""Wales,Europe"""
14443,"""Wolkensteiner Wand 5.5 - 5.13a""",45,84.27%,2472,"""Bavaria,Germany,Europe"""
14444,"""Riverbend Wall""",44,75.81%,4684,"""Virginia,UnitedStates,NorthAmerica"""
14445,"""Cow Hoof""",44,81.18%,13652,"""Virginia,UnitedStates,NorthAmerica"""
14446,"""Downstream Climbs""",44,83.69%,4362,"""Virginia,UnitedStates,NorthAmerica"""
14447,"""Aid Box""",44,81.17%,8874,"""Virginia,UnitedStates,NorthAmerica"""
14448,"""Dihedrals""",43,83.1%,9886,"""Virginia,UnitedStates,NorthAmerica"""
14449,"""Echo Rock""",43,83.69%,6162,"""Virginia,UnitedStates,NorthAmerica"""
14450,"""Gorky Park""",43,86.37%,5523,"""Virginia,UnitedStates,NorthAmerica"""
14451,"""The Sandbox""",42,80.49%,9646,"""Virginia,UnitedStates,NorthAmerica"""
14452,"""Dike Creek Crags""",41,79.04%,4273,"""Virginia,UnitedStates,NorthAmerica"""
14453,"""Flat Iron""",41,81.18%,6617,"""Virginia,UnitedStates,NorthAmerica"""
14454,"""Craig Caerfai""",40,92.85%,6520,"""Wales,Europe"""
14455,"""Bullslaughter Bay""",40,85.36%,8216,"""Castlemartin-RangeEast,Wales,Europe"""
14456,"""Crystal Slabs""",40,93.35%,5453,"""Castlemartin-RangeEast,Wales,Europe"""
14457,"""Stennis Head""",40,90.48%,5915,"""Castlemartin-RangeEast,Wales,Europe"""
14458,"""Blockhouse Buttress""",40,89.01%,4245,"""Castlemartin-RangeEast,Wales,Europe"""
14459,"""Mowing Word""",40,86.37%,5230,"""Wales,Europe"""
14460,"""Saddle Head""",40,86.85%,7904,"""Castlemartin-RangeEast,Wales,Europe"""
14461,"""Little Aid Box""",39,79.04%,4074,"""Virginia,UnitedStates,NorthAmerica"""
14462,"""Rooster Rock (Columbia Gorge)""",37,78.27%,30699,"""Oregon,UnitedStates,NorthAmerica"""
14463,"""Microdome""",37,78.27%,4794,"""Virginia,UnitedStates,NorthAmerica"""
14464,"""Fish Face""",37,78.27%,4007,"""Virginia,UnitedStates,NorthAmerica"""
14465,"""Spitzbergen""",34,80.49%,8395,"""Maryland,UnitedStates,NorthAmerica"""
14466,"""Rocky Islands""",34,83.98%,14895,"""Maryland,UnitedStates,NorthAmerica"""
14467,"""Purple Horse""",32,81.84%,8166,"""Maryland,UnitedStates,NorthAmerica"""
